USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  25820 14748 ?        Ss   12:23   0:01 /sbin/init
root          41  0.0  0.0      0     0 ?        S    12:23   0:00 [cpuhp/4]
root          42  0.0  0.0      0     0 ?        S    12:23   0:00 [idle_inject/4]
root          43  0.0  0.0      0     0 ?        S    12:23   0:00 [migration/4]
root          44  0.0  0.0      0     0 ?        S    12:23   0:00 [ksoftirqd/4]
root          46  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/4:0H-events_highpri]
root          47  0.0  0.0      0     0 ?        S    12:23   0:00 [cpuhp/5]
root          48  0.0  0.0      0     0 ?        S    12:23   0:00 [idle_inject/5]
root          49  0.0  0.0      0     0 ?        S    12:23   0:00 [migration/5]
root          50  0.0  0.0      0     0 ?        S    12:23   0:00 [ksoftirqd/5]
root          52  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/5:0H-events_highpri]
root          53  0.0  0.0      0     0 ?        S    12:23   0:00 [cpuhp/6]
root          54  0.0  0.0      0     0 ?        S    12:23   0:00 [idle_inject/6]
root          55  0.0  0.0      0     0 ?        S    12:23   0:00 [migration/6]
root          56  0.0  0.0      0     0 ?        S    12:23   0:00 [ksoftirqd/6]
root          58  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/6:0H-events_highpri]
root          59  0.0  0.0      0     0 ?        S    12:23   0:00 [cpuhp/7]
root          60  0.0  0.0      0     0 ?        S    12:23   0:00 [idle_inject/7]
root          61  0.0  0.0      0     0 ?        S    12:23   0:00 [migration/7]
root          62  0.0  0.0      0     0 ?        S    12:23   0:00 [ksoftirqd/7]
root          64  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/7:0H-events_highpri]
root          65  0.0  0.0      0     0 ?        S    12:23   0:00 [cpuhp/8]
root          66  0.0  0.0      0     0 ?        S    12:23   0:00 [idle_inject/8]
root          67  0.0  0.0      0     0 ?        S    12:23   0:00 [migration/8]
root          68  0.0  0.0      0     0 ?        S    12:23   0:00 [ksoftirqd/8]
root          70  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/8:0H-events_highpri]
root          71  0.0  0.0      0     0 ?        S    12:23   0:00 [cpuhp/9]
root          72  0.0  0.0      0     0 ?        S    12:23   0:00 [idle_inject/9]
root          73  0.0  0.0      0     0 ?        S    12:23   0:00 [migration/9]
root          74  0.0  0.0      0     0 ?        S    12:23   0:00 [ksoftirqd/9]
root          76  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/9:0H-events_highpri]
root          77  0.0  0.0      0     0 ?        S    12:23   0:00 [cpuhp/10]
root          78  0.0  0.0      0     0 ?        S    12:23   0:00 [idle_inject/10]
root          79  0.0  0.0      0     0 ?        S    12:23   0:00 [migration/10]
root          80  0.0  0.0      0     0 ?        S    12:23   0:00 [ksoftirqd/10]
root          82  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/10:0H-events_highpri]
root          83  0.0  0.0      0     0 ?        S    12:23   0:00 [cpuhp/11]
root          84  0.0  0.0      0     0 ?        S    12:23   0:00 [idle_inject/11]
root          85  0.0  0.0      0     0 ?        S    12:23   0:00 [migration/11]
root          86  0.0  0.0      0     0 ?        S    12:23   0:00 [ksoftirqd/11]
root          88  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/11:0H-events_highpri]
root          89  0.0  0.0      0     0 ?        S    12:23   0:00 [cpuhp/12]
root          90  0.0  0.0      0     0 ?        S    12:23   0:00 [idle_inject/12]
root          91  0.0  0.0      0     0 ?        S    12:23   0:00 [migration/12]
root          92  0.0  0.0      0     0 ?        S    12:23   0:00 [ksoftirqd/12]
root          94  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/12:0H-events_highpri]
root          95  0.0  0.0      0     0 ?        S    12:23   0:00 [cpuhp/13]
root          96  0.0  0.0      0     0 ?        S    12:23   0:00 [idle_inject/13]
root          97  0.0  0.0      0     0 ?        S    12:23   0:00 [migration/13]
root          98  0.0  0.0      0     0 ?        S    12:23   0:00 [ksoftirqd/13]
root         100  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/13:0H-events_highpri]
root         101  0.0  0.0      0     0 ?        S    12:23   0:00 [cpuhp/14]
root         102  0.0  0.0      0     0 ?        S    12:23   0:00 [idle_inject/14]
root         103  0.0  0.0      0     0 ?        S    12:23   0:00 [migration/14]
root         104  0.0  0.0      0     0 ?        S    12:23   0:00 [ksoftirqd/14]
root         106  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/14:0H-events_highpri]
root         107  0.0  0.0      0     0 ?        S    12:23   0:00 [cpuhp/15]
root         108  0.0  0.0      0     0 ?        S    12:23   0:00 [idle_inject/15]
root         109  0.0  0.0      0     0 ?        S    12:23   0:00 [migration/15]
root         110  0.0  0.0      0     0 ?        S    12:23   0:00 [ksoftirqd/15]
root         112  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/15:0H-events_highpri]
root         113  0.0  0.0      0     0 ?        S    12:23   0:00 [kdevtmpfs]
root         114  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-inet_frag_wq]
root         115  0.0  0.0      0     0 ?        I    12:23   0:00 [rcu_tasks_kthread]
root         116  0.0  0.0      0     0 ?        I    12:23   0:00 [rcu_tasks_rude_kthread]
root         117  0.0  0.0      0     0 ?        I    12:23   0:00 [rcu_tasks_trace_kthread]
root         118  0.0  0.0      0     0 ?        S    12:23   0:00 [kauditd]
root         119  0.0  0.0      0     0 ?        S    12:23   0:00 [khungtaskd]
root         121  0.0  0.0      0     0 ?        S    12:23   0:00 [oom_reaper]
root         122  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-writeback]
root         123  0.0  0.0      0     0 ?        S    12:23   0:00 [kcompactd0]
root         124  0.0  0.0      0     0 ?        SN   12:23   0:00 [ksmd]
root         125  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/1:1-mm_percpu_wq]
root         126  0.0  0.0      0     0 ?        SN   12:23   0:00 [khugepaged]
root         127  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-kblockd]
root         128  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-blkcg_punt_bio]
root         129  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-kintegrityd]
root         130  0.0  0.0      0     0 ?        S    12:23   0:00 [irq/9-acpi]
root         133  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-tpm_dev_wq]
root         134  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-ata_sff]
root         135  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-edac-poller]
root         136  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-devfreq_wq]
root         137  0.0  0.0      0     0 ?        S    12:23   0:00 [watchdogd]
root         138  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-quota_events_unbound]
root         139  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/1:1H-kblockd]
root         141  0.0  0.0      0     0 ?        S    12:23   0:00 [kswapd0]
root         142  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-kthrotld]
root         143  0.0  0.0      0     0 ?        S    12:23   0:00 [irq/123-aerdrv]
root         144  0.0  0.0      0     0 ?        S    12:23   0:00 [irq/124-aerdrv]
root         145  0.0  0.0      0     0 ?        S    12:23   0:00 [irq/125-aerdrv]
root         146  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-acpi_thermal_pm]
root         147  0.0  0.0      0     0 ?        S    12:23   0:00 [hwrng]
root         148  0.0  0.0      0     0 ?        S    12:23   0:00 [scsi_eh_0]
root         149  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-scsi_tmf_0]
root         150  0.0  0.0      0     0 ?        S    12:23   0:00 [scsi_eh_1]
root         151  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-scsi_tmf_1]
root         152  0.0  0.0      0     0 ?        S    12:23   0:00 [scsi_eh_2]
root         153  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-scsi_tmf_2]
root         154  0.0  0.0      0     0 ?        S    12:23   0:00 [scsi_eh_3]
root         155  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-scsi_tmf_3]
root         156  0.0  0.0      0     0 ?        S    12:23   0:00 [scsi_eh_4]
root         157  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-scsi_tmf_4]
root         158  0.0  0.0      0     0 ?        S    12:23   0:00 [scsi_eh_5]
root         159  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-scsi_tmf_5]
root         167  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/9:1-events]
root         168  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-mld]
root         169  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/9:1H-kblockd]
root         170  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-ipv6_addrconf]
root         171  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-kstrp]
root         173  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/7:1-mm_percpu_wq]
root         175  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/15:1-events]
root         176  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/4:1-mm_percpu_wq]
root         177  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/11:1-mm_percpu_wq]
root         181  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-zswap-shrink]
root         182  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/u65:0]
root         186  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/0:1H-kblockd]
root         187  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/13:1-inode_switch_wbs]
root         189  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/12:3-events]
root         191  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/3:1H-kblockd]
root         219  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/2:1H-kblockd]
root         224  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/15:1H-kblockd]
root         225  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/13:1H-kblockd]
root         226  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/12:1H-kblockd]
root         228  0.0  0.0      0     0 ?        S    12:23   0:00 [nv_queue]
root         229  0.0  0.0      0     0 ?        S    12:23   0:00 [nv_mem_pool_scrubber_queue]
root         230  0.0  0.0      0     0 ?        S    12:23   0:00 [nv_mem_pool_scrubber_queue]
root         231  0.0  0.0      0     0 ?        S    12:23   0:00 [nv_mem_pool_scrubber_queue]
root         232  0.0  0.0      0     0 ?        S    12:23   0:00 [nv_queue]
root         233  0.0  0.0      0     0 ?        S    12:23   0:00 [nv_open_q]
root         243  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/14:1H-kblockd]
root         244  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/5:1H-kblockd]
root         245  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/8:1H-kblockd]
root         246  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/8:2-mm_percpu_wq]
root         247  0.0  0.0      0     0 ?        S    12:23   0:06 [nvidia-modeset/kthread_q]
root         248  0.0  0.0      0     0 ?        S    12:23   0:00 [nvidia-modeset/deferred_close_kthread_q]
root         249  0.0  0.0      0     0 ?        S    12:23   0:00 [UVM global queue]
root         250  0.0  0.0      0     0 ?        S    12:23   0:00 [UVM deferred release queue]
root         251  0.0  0.0      0     0 ?        S    12:23   0:00 [UVM Tools Event Queue]
root         252  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/7:1H-kblockd]
root         253  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/0:2-cgroup_free]
root         254  0.0  0.0      0     0 ?        S    12:23   0:00 [irq/136-nvidia]
root         255  0.0  0.0      0     0 ?        S    12:23   0:00 [nvidia]
root         256  0.0  0.0      0     0 ?        S    12:23   0:00 [nv_queue]
root         257  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/5:1-events]
root         258  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/6:1-mm_percpu_wq]
root         259  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/14:1-mm_percpu_wq]
root         260  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/2:2-inode_switch_wbs]
root         306  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/6:1H-kblockd]
root         308  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/10:1H-kblockd]
root         309  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/4:1H-kblockd]
root         310  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/11:1H-kblockd]
root         314  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-nvme-wq]
root         315  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-nvme-reset-wq]
root         316  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-nvme-delete-wq]
root         317  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-nvme-auth-wq]
root         390  0.0  0.0      0     0 ?        S    12:23   0:00 [jbd2/sdb4-8]
root         391  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-ext4-rsv-conversion]
root         428  0.0  0.0      0     0 ?        S    12:23   0:00 [psimon]
root         436  0.0  0.0  83624 44264 ?        Ss   12:23   0:00 /usr/lib/systemd/systemd-journald
root         450  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/6:2-events]
root         453  0.0  0.0  17204  6112 ?        Ss   12:23   0:00 /usr/lib/systemd/systemd-userdbd
root         519  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/14:2-events]
root         543  0.0  0.0      0     0 ?        S    12:23   0:00 [psimon]
systemd+     548  0.0  0.0  23424 14236 ?        Ss   12:23   0:01 /usr/lib/systemd/systemd-resolved
root         552  0.0  0.0  41880 13288 ?        Ss   12:23   0:00 /usr/lib/systemd/systemd-udevd
root         553  0.0  0.0      0     0 ?        S    12:23   0:00 [psimon]
root         617  0.0  0.0      0     0 ?        S    12:23   0:00 [irq/146-mei_me]
root         622  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/15:2-mm_percpu_wq]
root         641  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-led_workqueue]
root         670  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/13:2-mm_percpu_wq]
root         673  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/5:2-mm_percpu_wq]
root         674  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-worker]
root         675  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-delalloc]
root         676  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-flush_delalloc]
root         677  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-cache]
root         678  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-fixup]
root         679  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-endio]
root         680  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-endio-meta]
root         681  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-rmw]
root         682  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-endio-write]
root         683  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-compressed-write]
root         684  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-freespace-write]
root         685  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-delayed-meta]
root         686  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-btrfs-qgroup-rescan]
root         687  0.0  0.0      0     0 ?        S    12:23   0:00 [btrfs-cleaner]
root         688  0.0  0.0      0     0 ?        S    12:23   0:00 [btrfs-transaction]
root         702  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/10:2-cgroup_free]
root         709  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/4:2-events]
dbus         714  0.0  0.0   8912  4420 ?        Ss   12:23   0:00 /usr/bin/dbus-broker-launch --scope system --audit
dbus         722  0.0  0.0   5792  3908 ?        S    12:23   0:00 dbus-broker --log 10 --controller 9 --machine-id 8f94c9753c924ef49de47e6a9c615f24 --max-bytes 536870912 --max-fds 4096 --max-matches 16384 --audit
avahi        724  0.0  0.0   7008  4648 ?        Ss   12:23   0:00 avahi-daemon: running [viudes-arch.local]
dhcpcd       725  0.0  0.0  12616  7192 ?        Ss   12:23   0:00 dhcpcd: [manager] [ip4] [ip6]
root         726  0.0  0.0  17976  3388 ?        Ss   12:23   0:00 /usr/lib/iwd/iwd
root         728  0.0  0.0   4836  2956 ?        Ss   12:23   0:00 seatd -g seat
root         730  0.0  0.0  18372  8772 ?        Ss   12:23   0:00 /usr/lib/systemd/systemd-logind
root         738  0.0  0.0  12804  3884 ?        S    12:23   0:00 dhcpcd: [privileged proxy]
dhcpcd       739  0.0  0.0  12120  2220 ?        S    12:23   0:00 dhcpcd: [network proxy]
dhcpcd       740  0.0  0.0  12120  2156 ?        S    12:23   0:00 dhcpcd: [control proxy]
avahi        784  0.0  0.0   7008  1560 ?        S    12:23   0:00 avahi-daemon: chroot helper
root         798  0.0  0.0      0     0 ?        I<   12:23   0:00 [kworker/R-cfg80211]
root         847  0.0  0.0  19380  8812 ?        Ss   12:23   0:00 /usr/bin/cupsd -l
viudes       852  0.0  0.0  27728 16168 ?        Ss   12:23   0:00 /usr/lib/systemd/systemd --user
root         853  0.0  0.1 2852768 51712 ?       Ssl  12:23   0:08 /usr/bin/containerd
root         857  0.0  0.0 158248 19724 ?        Ssl  12:23   0:00 /usr/bin/sddm
cups         864  0.0  0.0  16340  6140 ?        S    12:23   0:00 /usr/lib/cups/notifier/dbus dbus://
viudes       865  0.0  0.0  25728  4108 ?        S    12:23   0:00 (sd-pam)
cups         866  0.0  0.0  16340  6112 ?        S    12:23   0:00 /usr/lib/cups/notifier/dbus dbus://
cups         867  0.0  0.0  16340  6164 ?        S    12:23   0:00 /usr/lib/cups/notifier/dbus dbus://
cups         868  0.0  0.0  16340  6076 ?        S    12:23   0:00 /usr/lib/cups/notifier/dbus dbus://
root         869  0.0  0.0 209628 19724 ?        Ssl  12:23   0:00 /usr/bin/cups-browsed
root         870  0.0  0.0      0     0 ?        I    12:23   0:00 [kworker/7:2-events]
root         876  0.0  0.1 25426356 58840 tty2   Ssl+ 12:23   0:01 /usr/lib/Xorg -nolisten tcp -background none -seat seat0 vt2 -auth /run/sddm/xauth_mnKidk -noreset -displayfd 16
viudes       885  0.0  0.0   8452  3960 ?        Ss   12:23   0:00 /usr/bin/dbus-broker-launch --scope user
viudes       890  0.0  0.0   5192  3316 ?        S    12:23   0:00 dbus-broker --log 11 --controller 10 --machine-id 8f94c9753c924ef49de47e6a9c615f24 --max-bytes 100000000000000 --max-fds 25000000000000 --max-matches 5000000000
viudes       893  0.0  0.0 102716 12952 ?        Ssl  12:23   0:00 /usr/bin/pipewire
viudes       894  0.0  0.0 493108 20940 ?        Ssl  12:23   0:00 /usr/bin/wireplumber
viudes       895  0.0  0.0 169376 14576 ?        Ssl  12:23   0:00 /usr/bin/pipewire-pulse
rtkit        904  0.0  0.0  22176  3444 ?        SNsl 12:23   0:00 /usr/lib/rtkit-daemon
polkitd      917  0.0  0.0 382500  9996 ?        Ssl  12:23   0:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
root         936  0.0  0.1 3124204 91280 ?       Ssl  12:23   0:07 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root         974  0.0  0.0      0     0 ?        S    12:23   0:00 [nvidia-drm/timeline-6]
root        1193  0.0  0.0 1268512 16792 ?       Sl   12:23   0:03 /usr/bin/containerd-shim-runc-v2 -namespace moby -id c8984cc604900418c04701b0766e6e14ccd8b96d5857898b7e0e56eb81696823 -address /run/containerd/containerd.sock
root        1194  0.0  0.0 1268256 16580 ?       Sl   12:23   0:03 /usr/bin/containerd-shim-runc-v2 -namespace moby -id f355494d7fe41ed76b5463db2b136a2e1cdedf33409edd25828eaa26a4f1a6eb -address /run/containerd/containerd.sock
999         1242  0.2  0.0  39376 13848 ?        Ssl  12:23   0:21 redis-server *:6379
70          1244  0.0  0.0 174544 27484 ?        Ss   12:23   0:00 postgres
root        1305  0.0  0.0 1746896 8344 ?        Sl   12:23   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 6379 -container-ip 172.18.0.2 -container-port 6379 -use-listen-fd
dhcpcd      1306  0.0  0.0  12308  2568 ?        S    12:23   0:00 dhcpcd: [BPF ARP] enp5s0 10.0.10.1
root        1314  0.0  0.0 1746896 8392 ?        Sl   12:23   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 6379 -container-ip 172.18.0.2 -container-port 6379 -use-listen-fd
root        1337  0.0  0.0 1746896 8400 ?        Sl   12:23   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 5432 -container-ip 172.18.0.3 -container-port 5432 -use-listen-fd
root        1343  0.0  0.0 1746896 8408 ?        Sl   12:23   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 5432 -container-ip 172.18.0.3 -container-port 5432 -use-listen-fd
viudes      1363  0.0  0.0 306056  6692 ?        Ssl  12:23   0:00 /usr/lib/xdg-permission-store
root        1388  0.0  0.0  81828 20456 ?        S    12:23   0:00 /usr/lib/sddm/sddm-helper --socket /tmp/sddm-auth-c7b4e920-3cbc-4ba3-ab80-a8d7950f902c --id 1 --start uwsm start -e -D Hyprland hyprland.desktop --user viudes --autologin
viudes      1424  0.0  0.0 319760 10008 ?        SLsl 12:23   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
viudes      1429  0.0  0.0   5176  3576 tty1     Ss+  12:23   0:00 /usr/bin/sh /usr/lib/uwsm/signal-handler.sh wayland-session-envelope@hyprland.desktop.target
70          1430  0.0  0.0 174668  7484 ?        Ss   12:23   0:00 postgres: checkpointer 
70          1431  0.0  0.0 174640  6580 ?        Ss   12:23   0:00 postgres: background writer 
70          1433  0.0  0.0 174608  9644 ?        Ss   12:23   0:00 postgres: walwriter 
70          1434  0.0  0.0 176196  7984 ?        Ss   12:23   0:00 postgres: autovacuum launcher 
70          1435  0.0  0.0 176144  7300 ?        Ss   12:23   0:00 postgres: logical replication launcher 
dhcpcd      1436  0.0  0.0  12308  2504 ?        S    12:23   0:00 dhcpcd: [BPF BOOTP] veth6da61f0
dhcpcd      1463  0.0  0.0  12308  2504 ?        S    12:23   0:00 dhcpcd: [BPF BOOTP] veth6fdf974
viudes      1464  0.0  0.0   3188  1944 ?        Ss   12:23   0:00 waitpid -e 1429
viudes      1465  0.0  0.0  18176  7316 tty1     S+   12:23   0:00 systemctl --user start --wait wayland-session-envelope@hyprland.desktop.target
viudes      1519  0.0  0.0  16540  4496 ?        Ssl  12:23   0:00 /usr/bin/start-hyprland
viudes      1524  0.7  0.2 839980 127200 ?       Sl   12:23   0:58 Hyprland --watchdog-fd 4
root        1533  0.0  0.0      0     0 ?        S    12:23   0:00 [nvidia-drm/timeline-8]
viudes      1539  0.0  0.0 166508  6524 ?        Ssl  12:23   0:00 /usr/lib/dconf-service
viudes      1544  0.0  0.0  84632  6700 ?        Sl   12:23   0:00 /usr/bin/hypridle
viudes      1545  0.0  0.0  23756  8780 ?        S    12:23   0:00 /usr/bin/mako
viudes      1547  0.1  0.1 2152948 54880 ?       Sl   12:23   0:10 /usr/bin/waybar
viudes      1548  0.0  0.0 349284 30276 ?        Sl   12:23   0:01 /usr/bin/fcitx5 --disable notificationitem
viudes      1549  0.0  0.0 516276 14712 ?        Sl   12:23   0:00 /usr/bin/swaybg -i /home/viudes/.config/omarchy/current/background -m fill
viudes      1550  0.0  0.0      0     0 ?        Z    12:23   0:00 [uwsm-app] <defunct>
viudes      1554  0.0  0.0      0     0 ?        Z    12:23   0:00 [uwsm-app] <defunct>
viudes      1555  0.0  0.0 1907660 37736 ?       Sl   12:23   0:00 /usr/bin/swayosd-server
viudes      1558  0.0  0.0 524412 25372 ?        Sl   12:23   0:00 /usr/lib/polkit-gnome/polkit-gnome-authentication-agent-1
viudes      1559  0.0  0.0      0     0 ?        Z    12:23   0:00 [uwsm-app] <defunct>
viudes      1564  0.0  0.0      0     0 ?        Z    12:23   0:00 [uwsm-app] <defunct>
viudes      1567  0.0  0.0      0     0 ?        Z    12:23   0:00 [uwsm-app] <defunct>
viudes      1570  0.0  0.0   5176  3576 ?        S    12:23   0:00 /bin/bash /home/viudes/.local/share/omarchy/bin/omarchy-hyprland-monitor-watch
